Word Gold_Standard Prediction
halftime O O
0-1 O O
. O O

attendance O O
5,300 O O
. O O

SOCCER O O
- O O
FRENCH B-MISC O
LEAGUE O O
STANDINGS O O
. O O

PARIS B-LOC B-LOC
1996-12-06 O O

standings O O
in O O
the O O
french B-MISC B-MISC
first O O

division O O
after O O
friday O O
's O O
matches O O
( O O
tabulate O O
under O O
played O O
, O O
won O O
, O O

drawn O O
, O O
lost O O
, O O
goals O O
for O O
, O O
against O O
, O O
points O O
) O O
: O O

paris B-ORG B-LOC
saint-germain I-ORG O
21 O O
12 O O
6 O O
3 O O
34 O O
15 O O
42 O O

monaco B-ORG B-ORG
20 O O
12 O O
5 O O
3 O O
36 O O
16 O O
41 O O

bordeaux B-ORG B-ORG
20 O O
9 O O
7 O O
4 O O
29 O O
21 O O
34 O O

strasbourg B-ORG O
20 O O
11 O O
1 O O
8 O O
27 O O
27 O O
34 O O

bastia B-ORG O
20 O O
9 O O
6 O O
5 O O
27 O O
22 O O
33 O O

auxerre B-ORG O
20 O O
8 O O
8 O O
4 O O
26 O O
12 O O
32 O O

metz B-ORG O
20 O O
8 O O
7 O O
5 O O
21 O O
16 O O
31 O O

nantes B-ORG O
21 O O
7 O O
9 O O
5 O O
41 O O
25 O O
30 O O

guingamp B-ORG O
20 O O
7 O O
7 O O
6 O O
18 O O
18 O O
28 O O

lille B-ORG O
20 O O
7 O O
7 O O
6 O O
22 O O
28 O O
28 O O

marseille B-ORG O
20 O O
6 O O
8 O O
6 O O
18 O O
17 O O
26 O O

lyon B-ORG B-ORG
20 O O
6 O O
8 O O
6 O O
24 O O
31 O O
26 O O

rennes B-ORG O
20 O O
7 O O
4 O O
9 O O
23 O O
28 O O
25 O O

lens B-ORG B-ORG
21 O O
7 O O
4 O O
10 O O
25 O O
34 O O
25 O O

le B-ORG B-ORG
havre I-ORG O
20 O O
5 O O
7 O O
8 O O
20 O O
21 O O
22 O O

cannes B-ORG B-ORG
20 O O
5 O O
7 O O
8 O O
13 O O
22 O O
22 O O

montpellier B-ORG O
20 O O
3 O O
9 O O
8 O O
17 O O
24 O O
18 O O

caen B-ORG O
20 O O
3 O O
7 O O
10 O O
12 O O
23 O O
16 O O

nancy B-ORG B-ORG
21 O O
3 O O
7 O O
11 O O
14 O O
26 O O
16 O O

nice B-ORG B-ORG
20 O O
3 O O
4 O O
13 O O
17 O O
38 O O
13 O O

SOCCER O O
- O O
FRENCH B-MISC O
LEAGUE O O
RESULTS O O
. O O

PARIS B-LOC B-LOC
1996-12-06 O O

results O O
of O O
french B-MISC B-MISC
first O O
division O O

matches O O
on O O
friday O O
: O O

lens B-ORG B-ORG
nantes B-ORG <pad>
4 O O

paris B-ORG B-LOC
st I-ORG I-LOC
germain I-ORG O
1 O O
nancy B-ORG O
2 O O

SOCCER O O
- O O
GERMAN B-MISC O
FIRST O O
DIVISION O O
SUMMARIES O O
. O O

BONN B-LOC B-LOC
1996-12-06 O O

summaries O O
of O O
matches O O
played O O
in O O
the O O
german B-MISC B-MISC
first O O
division O O
on O O
friday O O
: O O

bochum B-ORG O
2 O O
( O O
stickroth B-PER O
30th O O
pen O O
, O O
wosz B-PER O
89th O O
) O O
bayer B-ORG O
leverkusen I-ORG O
2 O O
( O O
kirsten B-PER O
18th O O
, O O
ramelow B-PER O
56th O O
) O O
. O O

halftime O O
1-1 O O
. O O

attendance O O
: O O
24,602 O O

werder B-ORG O
bremen I-ORG O
1 O O
( O O
bode B-PER O
85th O O
) O O
1860 B-ORG O
munich I-ORG O
1 O O
( O O
bormirow B-PER O
8th O O
) O O
. O O

halftime O O
0-1 O O
. O O

attendance O O
33,000 O O

karlsruhe B-LOC O
3 O O
( O O
reich B-PER O
29th O O
, O O
carl B-PER B-PER
44th O O
, O O
dundee B-ORG O
69th O O
) O O
freiburg B-LOC O
. O O

halftime O O
2-0 O O
. O O

attendance O O
33,000 O O

schalke B-ORG O
2 O O
( O O
mulder B-PER O
2nd O O
and O O
27th O O
) O O
hansa B-ORG O
rostock I-ORG O
. O O

halftime O O
2-0 O O
. O O

attendance O O
29,300 O O

TENNIS O O
- O O
GRAND B-MISC O
SLAM I-MISC O
CUP I-MISC I-PER
QUARTER-FINAL O O
RESULTS O O
. O O

MUNICH B-LOC O
, O O
germany B-LOC B-LOC
1996-12-06 O O

quarter-final O O
results O O
at O O
the O O
$ O O
6 O O
million O O
grand B-MISC O
slam I-MISC O
cup I-MISC I-MISC
tennis O O
tournament O O
on O O
friday O O
: O O
goran B-PER O
ivanisevic I-PER O
( O O
croatia B-LOC O
) O O
beat O O
mark B-PER B-PER
woodforde I-PER I-PER
( O O
australia B-LOC B-LOC
) O O
6-4 O O
6-4 O O

yevgeny B-PER O
kafelnikov I-PER O
( O O
russia B-LOC B-LOC
) O O
beat O O
jim B-PER B-PER
courier I-PER I-PER
( O O
U.S. B-LOC B-LOC
) O O
2-6 O O
6-4 O O
8-6 O O

SOCCER O O
- O O
WEAH B-PER O
HEAD-BUTT O O
DEPRIVES O O
PORTUGAL B-LOC O
OF O O
COSTA B-PER O
. O O

LISBON B-LOC B-LOC
1996-12-06 O O

portugal B-LOC B-LOC
called O O
up O O
porto B-ORG O
central O O
defender O O
joao B-PER O
manuel I-PER O
pinto I-PER O
on O O
friday O O
to O O
face O O
germany B-LOC B-LOC
in O O
a O O
world B-MISC O
cup I-MISC O
qualifier O O
in O O
place O O
of O O
injured O O
club O O
colleague O O
jorge B-PER O
costa I-PER B-LOC
, O O
who O O
is O O
still O O
nursing O O
a O O
broken O O
nose O O
after O O
being O O
head-butted O O
by O O
liberian B-MISC O
striker O O
georg B-PER O
weah I-PER O
. O O

costa B-PER B-LOC
has O O
not O O
played O O
since O O
being O O
struck O O
by O O
the O O
AC B-ORG O
milan I-ORG O
forward O O
after O O
a O O
bad-tempered O O
european B-MISC B-MISC
champions I-MISC O
' I-MISC O
league I-MISC O
game O O
on O O
november O O
27 O O
. O O

portugal B-LOC B-LOC
lead O O
european B-MISC B-MISC
qualifying O O
group O O
nine O O
with O O
seven O O
points O O
from O O
four O O
games O O
, O O
one O O
more O O
than O O
ukraine B-LOC O
and O O
three O O
more O O
than O O
germany B-LOC O
, O O
who O O
have O O
only O O
played O O
twice O O
. O O

the O O
portuguese B-MISC B-MISC
host O O
germany B-LOC B-LOC
on O O
december O O
14 O O
. O O

squad O O
: O O

goalkeepers O O
- O O
vitor B-PER O
baia I-PER O
( O O
barcelona B-ORG O
, O O
spain B-LOC B-LOC
) O O
, O O
rui B-PER O
correia I-PER O
( O O
braga B-ORG O
) O O
: O O

defenders O O
- O O
paulinho B-PER O
santos I-PER O
( O O
porto B-ORG O
) O O
, O O
sergio B-PER O
conceicao I-PER O
( O O
porto B-ORG O
) O O
, O O
joao B-PER O
manuel I-PER O
pinto I-PER O
( O O
porto B-ORG O
) O O
, O O
oceano B-PER O
cruz I-PER O
( O O
sporting B-ORG O
) O O
, O O
fernando B-PER O
couto I-PER O
( O O
barcelona B-ORG B-LOC
) O O
, O O
helder B-PER O
cristovao I-PER O
( O O
deportivo B-ORG O
coruna I-ORG O
, O O
spain B-LOC B-LOC
) O O
, O O
dimas B-PER O
teixeira I-PER O
( O O
juventus B-ORG O
, O O
italy B-LOC B-LOC
) O O
, O O
carlos B-PER B-PER
secretario I-PER I-PER
( O O
real B-ORG O
madrid I-ORG O
, O O
spain B-LOC B-LOC
) O O
: O O

midfielders O O
- O O
rui B-PER O
barros I-PER O
( O O
porto B-ORG O
) O O
, O O
jose B-PER B-PER
barroso I-PER O
( O O
porto B-ORG O
) O O
, O O
luis B-PER B-PER
figo I-PER I-PER
( O O
barcelona B-ORG B-LOC
) O O
, O O
paulo B-PER O
bento I-PER O
( O O
oviedo B-ORG O
, O O
spain B-LOC B-LOC
) O O
, O O
jose B-PER B-PER
taira I-PER O
( O O
salamanca B-ORG O
, O O
spain B-LOC B-LOC
) O O
: O O

forwards O O
- O O
antonio B-PER O
folha I-PER O
( O O
porto B-ORG O
) O O
, O O
joao B-PER O
vieira I-PER O
pinto I-PER O
( O O
benfica B-ORG O
) O O
, O O
paulo B-PER O
alves I-PER O
( O O
sporting B-ORG O
) O O
, O O
rui B-PER O
costa I-PER I-PER
( O O
fiorentina B-ORG O
, O O
italy B-LOC B-LOC
) O O
, O O
jorge B-PER O
cadete I-PER O
( O O
celtic B-ORG B-PER
glasgow I-ORG O
, O O
scotland B-LOC B-LOC
) O O
. O O

SOCCER O O
SHOWCASE-BETTING O O
ON O O
REAL B-ORG O
MADRID I-ORG O
V O O
BARCELONA B-ORG O
. O O

MADRID B-LOC B-LOC
1996-12-06 O O

william B-PER B-PER
hill I-PER I-PER
betting O O
on O O
saturday O O
's O O

spanish B-MISC B-MISC
first O O
division O O
match O O
between O O
real B-ORG O
madrid I-ORG O
and O O
barcelona B-ORG B-LOC
: O O

to O O
win O O
: O O
6-5 O O
real B-ORG O
madrid I-ORG O
; O O
7-4 O O
barcelona B-ORG O

draw O O
: O O
9-4 O O

correct O O
score O O
: O O

real B-ORG O
madrid I-ORG I-ORG
to O O
win O O
barcelona B-ORG O
to O O
win O O

1-0 O O
13-2 O O
1-0 O O
15-2 O O

2-0 O O
9-1 O O
2-0 O O
12-1 O O

2-1 O O
8-1 O O
2-1 O O
10-1 O O

3-0 O O
20-1 O O
3-0 O O
28-1 O O

3-1 O O
16-1 O O
3-1 O O
22-1 O O

3-2 O O
25-1 O O
3-2 O O
25-1 O O

4-0 O O
50-1 O O
4-0 O O
100-1 O O

4-1 O O
40-1 O O
4-1 O O
80-1 O O

4-2 O O
50-1 O O
4-2 O O
80-1 O O

draw O O
: O O

0-0 O O
8-1 O O

1-1 O O
11-2 O O

2-2 O O
14-1 O O

3-3 O O
50-1 O O

double O O
result O O
: O O

half-time O O
full-time O O

5-2 O O
real B-ORG O
madrid I-ORG O
real B-ORG O
madrid I-ORG O

14-1 O O
real B-ORG O
madrid I-ORG O
draw O O

28-1 O O
real B-ORG O
madrid I-ORG O
barcelona B-ORG O

5-1 O O
draw O O
real B-ORG O
madrid I-ORG O

4-1 O O
draw O O
draw O O

11-2 O O
draw O O
barcelona B-ORG O

25-1 O O
barcelona B-ORG B-ORG
real B-ORG O
madrid I-ORG B-ORG

14-1 O O
barcelona B-ORG B-ORG
draw O O

4-1 O O
barcelona B-ORG B-ORG
barcelona B-ORG I-PER

first O O
goalscorer O O
of O O
match O O
: O O

real B-ORG O
madrid I-ORG I-ORG
barcelona B-ORG B-ORG

9-2 O O
davor B-PER O
suker I-PER O
9-2 O O
ronaldo B-PER O

5-1 O O
pedrag B-PER O
mijatovic I-PER O
7-1 O O
luis B-PER O
figo I-PER O

7-1 O O
raul B-PER O
gonzalez I-PER O
7-1 O O
juan B-PER B-PER
pizzi I-PER I-PER

12-1 O O
fernando B-PER B-PER
redondo I-PER O
9-1 O O
giovanni B-PER O

14-1 O O
victor B-PER O
sanchez I-PER I-PER
12-1 O O
guillermo B-PER O

amor B-PER O

16-1 O O
jose B-PER B-PER
amavisca I-PER O
14-1 O O
roger B-PER B-PER
garcia I-PER I-PER

16-1 O O
manolo B-PER O
sanchis I-PER O
14-1 O O
gheorghe B-PER O

popescu B-PER O

16-1 O O
roberto B-PER B-PER
carlos I-PER I-PER
16-1 O O

josepguardiola B-PER O

20-1 O O
fernando B-PER B-PER
hierro I-PER O
20-1 O O
ivan B-PER O
de I-PER I-PER

lapena B-PER O

20-1 O O
luis B-PER B-PER
milla I-PER O
25-1 O O
luis B-PER O

enrique B-PER O

33-1 O O
fernando B-PER B-PER
sanz I-PER O
25-1 O O

abelardofernandez B-PER O

40-1 O O
carlos B-PER B-PER
secretario I-PER O
28-1 O O
sergi B-PER O
barjuan I-PER O

40-1 O O
rafael B-PER B-PER
alkorta I-PER O
33-1 O O
albert B-PER B-PER

ferrer B-PER O

40-1 O O
chendo B-PER O
porlan I-PER O
33-1 O O
miguel B-PER O
nadal I-PER O

40-1 O O

laurent B-PER B-PER
blanc I-PER O

SOCCER O O
SHOWCASE-FANS O O
FACE O O
BREATHALYSER O O
TESTS O O
, O O
PAPER O O
SAYS O O
. O O

MADRID B-LOC B-LOC
1996-12-06 O O

spanish B-MISC B-MISC
police O O
will O O
breathalyse O O
fans O O
at O O
the O O
gates O O
of O O
the O O
santiago B-LOC O
bernabeu I-LOC O
stadium I-LOC O
and O O
ban O O
drunk O O
supporters O O
from O O
saturday O O
's O O
big O O
real B-MISC O
madrid-barcelona I-MISC O
game O O
, O O
the O O
madrid B-LOC O
daily O O
el B-ORG O
mundo I-ORG I-PER
said O O
on O O
friday O O
. O O

although O O
there O O
are O O
no O O
known O O
precedents O O
in O O
the O O
country O O
, O O
the O O
action O O
is O O
envisaged O O
in O O
spanish B-MISC O
legislation O O
governing O O
sports O O
events O O
. O O

tickets O <pad>
for O O
the O O
game O O
stipulate O O
that O O
supporters O O
will O O
be O O
barred O O
if O O
they O O
are O O
" O O
under O O
the O O
effects O O
of O O
alcohol O O
" O O
. O O

SOCCER O O
- O O
SPANISH B-MISC O
FIRST O O
DIVISION O O
STANDINGS O O
. O O

MADRID B-LOC B-LOC
1996-12-06 O O

standings O O
in O O
the O O
spanish B-MISC O
first O O

division O O
ahead O O
of O O
this O O
weekend O O
's O O
games O O
. O O

( O O
tabulate O O
under O O
games O O
played O O
, O O
won O O
, O O
drawn O O
, O O
lost O O
, O O
goals O O
for O O
, O O

against O O
, O O
points O O
) O O
: O O

real B-ORG O
madrid I-ORG I-ORG
15 O O
10 O O
5 O O
31 O O
12 O O
35 O O

barcelona B-ORG B-ORG
15 O O
10 O O
4 O O
1 O O
46 O O
19 O O
34 O O

deportivo B-ORG O
coruna I-ORG O
15 O O
9 O O
6 O O
23 O O
7 O O
33 O O

real B-ORG O
betis I-ORG O
15 O O
8 O O
5 O O
2 O O
28 O O
13 O O
29 O O

atletico B-ORG O
madrid I-ORG B-LOC
15 O O
8 O O
3 O O
4 O O
26 O O
17 O O
27 O O

athletic B-ORG O
bilbao I-ORG O
15 O O
7 O O
4 O O
4 O O
28 O O
22 O O
25 O O

real B-ORG O
sociedad I-ORG O
15 O O
7 O O
3 O O
5 O O
20 O O
18 O O
24 O O

valladolid B-ORG O
15 O O
7 O O
3 O O
5 O O
19 O O
18 O O
24 O O

racing B-ORG O
santander I-ORG O
15 O O
5 O O
7 O O
3 O O
15 O O
15 O O
22 O O

rayo B-ORG O
vallecano I-ORG O
15 O O
5 O O
5 O O
5 O O
21 O O
19 O O
20 O O

valencia B-ORG B-LOC
15 O O
6 O O
2 O O
7 O O
23 O O
22 O O
20 O O

celta B-ORG O
vigo I-ORG O
15 O O
5 O O
5 O O
5 O O
17 O O
17 O O
20 O O

tenerife B-ORG O
15 O O
5 O O
4 O O
6 O O
23 O O
17 O O
19 O O

espanyol B-ORG O
15 O O
4 O O
4 O O
7 O O
17 O O
20 O O
16 O O

oviedo B-ORG O
15 O O
4 O O
4 O O
7 O O
17 O O
21 O O
16 O O

sporting B-ORG B-ORG
gijon O O
15 O O
4 O O
4 O O
7 O O
15 O O
22 O O
16 O O

logrones B-ORG O
15 O O
4 O O
3 O O
8 O O
11 O O
33 O O
15 O O

zaragoza B-ORG O
15 O O
2 O O
8 O O
5 O O
18 O O
23 O O
14 O O

sevilla B-ORG O
15 O O
4 O O
2 O O
9 O O
13 O O
20 O O
14 O O

compostela B-ORG O
15 O O
3 O O
4 O O
8 O O
13 O O
28 O O
13 O O

hercules B-ORG O
15 O O
2 O O
2 O O
11 O O
11 O O
29 O O
8 O O

extremadura B-ORG O
15 O O
1 O O
3 O O
11 O O
8 O O
30 O O
6 O O

SOCCER O O
- O O
SPAIN B-LOC O
PICK O O
UNCAPPED O O
ARMANDO B-PER O
FOR O O
WORLD B-MISC O
CUP I-MISC O
CLASH O O
. O O

MADRID B-LOC B-LOC
1996-12-06 O O

spain B-LOC B-LOC
coach O O
javier B-PER O
clemente I-PER O
has O O
added O O
uncapped O O
deportivo B-ORG O
coruna I-ORG O
midfielder O O
armando B-PER O
alvarez I-PER O
to O O
his O O
squad O O
for O O
the O O
world B-MISC O
cup I-MISC O
qualifier O O
against O O
yugoslavia B-LOC O
on O O
december O O
14 O O
. O O

" O O
I O O
do O O
n't O O
believe O O
it O O
... O O

I O O
thought O O
it O O
was O O
a O O
joke O O
, O O
" O O
said O O
armando B-PER O
who O O
replaces O O
injured O O
atletico B-ORG O
madrid I-ORG O
playmaker O O
jose B-PER O
luis I-PER I-PER
caminero I-PER O
. O O

SOCCER O O
- O O
FIFA B-ORG O
BOSS O O
HAVELANGE B-PER O
STANDS O O
BY O O
WEAH B-PER O
. O O

ROME B-LOC B-LOC
1996-12-06 O O

FIFA B-ORG B-ORG
chairman O O
joao B-PER O
havelange I-PER O
said O O
on O O
friday O O
he O O
would O O
personally O O
present O O
AC B-ORG O
milan I-ORG O
george B-PER O
weah I-PER O
with O O
world O O
soccer O O
's O O
fair O O
play O O
award O O
despite O O
the O O
striker O O
's O O
attack O O
on O O
porto B-ORG O
captain O O
jorge B-PER O
costa I-PER B-MISC
. O O

in O O
an O O
interview O O
with O O
the O O
italian B-MISC B-MISC
newspaper O O
gazzetta B-ORG O
dello I-ORG O
sport I-ORG O
, O O
he O O
was O O
quoted O O
as O O
saying O O
weah B-PER O
had O O
been O O
provoked O O
into O O
the O O
assault O O
which O O
left O O
costa B-PER B-LOC
with O O
a O O
broken O O
nose O O
. O O

" O O
FIFA B-ORG O
has O O
named O O
the O O
liberian B-MISC O
for O O
its O O
1996 O O
fair O O
play O O
award O O
and O O
it O O
is O O
not O O
going O O
to O O
change O O
its O O
decision O O
, O O
" O O
havelange B-PER O
said O O
. O O

" O O
A O O
reaction O O
, O O
provoked O O
, O O
cannot O O
erase O O
10 O O
years O O
of O O
loyalty O O
everywhere O O
and O O
in O O
every O O
competition O O
. O O

" O O
I O O
will O O
be O O
happy O O
to O O
give O O
him O O
the O O
award O O
personally O O
on O O
january O O
20 O O
in O O
lisbon B-LOC O
and O O
I O O
'm O O
confident O O
that O O
costa B-PER B-LOC
himself O O
will O O
be O O
there O O
beside O O
me O O
on O O
that O O
day O O
to O O
shake O O
his O O
hand O O
. O O
" O O

weah B-PER O
was O O
suspended O O
for O O
one O O
match O O
by O O
UEFA B-ORG O
, O O
european B-MISC B-MISC
soccer O O
's O O
governing O O
body O O
, O O
pending O O
a O O
fuller O O
investigation O O
. O O

the O O
incident O O
took O O
place O O
in O O
the O O
players O O
' O O
tunnel O O
after O O
a O O
european B-MISC B-MISC
champions I-MISC O
' I-MISC O
league I-MISC O
match O O
on O O
november O O
20 O O
. O O

weah B-PER O
has O O
admitted O O
head O O
butting O O
costa B-PER B-LOC
but O O
said O O
he O O
reacted O O
to O O
racist O O
taunts O O
. O O

he O O
has O O
offered O O
to O O
apologise O O
if O O
costa B-PER O
acknowledges O O
the O O
provocation O O
. O O

costa B-PER B-LOC
, O O
who O O
needed O O
surgery O O
on O O
his O O
nose O O
, O O
has O O
not O O
accepted O O
the O O
offer O O
and O O
was O O
reported O O
to O O
be O O
considering O O
suing O O
weah B-PER O
. O O

weah B-PER O
served O O
out O O
his O O
suspension O O
during O O
milan B-ORG O
's O O
2-1 O O
home O O
defeat O O
by O O
rosenborg B-ORG O
of O O
norway B-LOC B-LOC
on O O
wednesday O O
. O O

the O O
defeat O O
put O O
the O O
italians B-MISC O
out O O
of O O
the O O
europoean B-MISC O
cup I-MISC O
. O O

GUNMEN O O
WOUND O O
TWO O O
MANCHESTER B-ORG O
UNITED I-ORG O
FANS O O
IN O O
AUSTRIA B-LOC O
. O O

VIENNA B-LOC B-LOC
1996-12-06 O O

two O O
manchester B-ORG B-ORG
united I-ORG I-ORG
soccer O O
fans O O
were O O
wounded O O
by O O
unidentified O O
gunmen O O
on O O
friday O O
and O O
taken O O
to O O
hospital O O
in O O
the O O
austrian B-MISC O
capital O O
, O O
police O O
said O O
. O O

" O O
the O O
four O O
britons B-MISC O
were O O
shot O O
at O O
from O O
a O O
mercedes B-MISC O
car O O
at O O
around O O
1 O O
a.m. O O
, O O
" O O
a O O
spokeswoman O O
told O O
reuters B-ORG B-ORG
. O O

the O O
two O O
men O O
were O O
hit O O
in O O
the O O
pelvis O O
and O O
leg O O
. O O

police O O
said O O
their O O
lives O O
were O O
not O O
in O O
danger O O
. O O

the O O
fans O O
, O O
in O O
austria B-LOC B-LOC
to O O
watch O O
their O O
team O O
play O O
rapid B-ORG O
vienna I-ORG O
last O O
wednesday O O
, O O
may O O
have O O
been O O
involved O O
in O O
a O O
pub O O
brawl O O
earlier O O
, O O
the O O
spokeswoman O O
said O O
. O O

manchester B-ORG B-ORG
united I-ORG I-ORG
won O O
2-0 O O
. O O

SOCCER O O
- O O
ITALIAN B-MISC O
FIRST O O
DIVISION O O
MATCHES O O
THIS O O
WEEKEND O O
. O O

ROME B-LOC B-LOC
1996-12-06 O O

italian B-MISC B-MISC
serie B-MISC B-MISC
A I-MISC O
games O O
to O O
be O O
played O O
on O O
sunday O O
( O O
league O O
positions O O
in O O
parentheses O O
, O O
all O O
kick- O O
off O O
times O O
GMT B-MISC O
) O O
: O O

bologna B-ORG O
( O O
4 O O
) O O
v O O
piacenza B-ORG O
( O O
13 O O
) O O
1330 O O

along O O
with O O
leaders O O
vicenza B-ORG O
, O O
fourth-placed O O
bologna B-ORG O
represent O O
the O O
biggest O O
surprise O O
of O O
this O O
italian B-MISC O
autumn O O
. O O

led O O
as O O
usual O O
by O O
swede B-MISC O
kennet B-PER O
andersson I-PER O
and O O
russian B-MISC B-MISC
igor B-PER O
kolyvanov I-PER O
in O O
attack O O
, O O
bologna B-ORG O
can O O
expect O O
a O O
tough O O
home O O
match O O
against O O
a O O
piacenza B-ORG O
side O O
still O O
exultant O O
after O O
a O O
3-2 O O
league O O
win O O
over O O
AC B-ORG O
milan I-ORG B-ORG
last O O
sunday O O
. O O

cagliari B-ORG O
( O O
16 O O
) O O
v O O
reggiana B-ORG O
( O O
18 O O
) O O
1530 O O

cagliari B-ORG O
start O O
favourite O O
in O O
this O O
relegation O O
scrap O O
following O O
draws O O
with O O
napoli B-ORG O
and O O
inter B-ORG O
in O O
last O O
two O O
outings O O
but O O
will O O
be O O
without O O
suspended O O
swiss B-MISC O
defender O O
ramon B-PER O
vega I-PER O
. O O

bottom O O
team O O
reggiana B-ORG O
are O O
also O O
without O O
a O O
suspended O O
defender O O
, O O
german B-MISC B-MISC
dietmar B-PER O
beiersdorfer I-PER O
. O O

fiorentina B-ORG B-ORG
( O O
10 O O
) O O
v O O
perugia B-ORG O
( O O
8 O O
) O O
1330 O O

fiorentina B-ORG B-ORG
will O O
be O O
without O O
three O O
suspended O O
players O O
-- O O
defenders O O
daniele B-PER O
carnasciali I-PER O
and O O
lorenzo B-PER O
amoruso I-PER O
and O O
midfielder O O
emiliano B-PER O
bigica I-PER O
-- O O
for O O
a O O
difficult O O
home O O
match O O
against O O
unpredictable O O
, O O
attack-oriented O O
perugia B-ORG O
led O O
by O O
in-form O O
croat B-MISC O
striker O O
milan B-PER B-LOC
rapajic I-PER O
and O O
the O O
experienced O O
fausto B-PER O
pizzi I-PER O
. O O

lazio B-ORG B-ORG
( O O
12 O O
) O O
v O O
AS B-ORG O
roma I-ORG O
( O O
7 O O
) O O
1930 O O

poor O O
man O O
's O O
roman B-MISC O
derby O O
in O O
what O O
has O O
been O O
a O O
miserable O O
season O O
for O O
both O O
rome B-LOC O
teams O O
, O O
already O O
eliminated O O
from O O
the O O
italian B-MISC B-MISC
and O O
UEFA B-MISC O
cups I-MISC O
. O O

lazio B-ORG B-ORG
have O O
injury O O
doubts O O
about O O
striker O O
pierluigi B-PER O
casiraghi I-PER O
, O O
czech B-LOC O
midfielder O O
pavel B-PER O
nedved I-PER O
and O O
defender O O
paolo B-PER O
negro I-PER O
, O O
while O O
roma B-ORG O
present O O
a O O
full O O
strength O O
side O O
led O O
by O O
argentine B-MISC O
abel B-PER O
balbo I-PER O
, O O
marco B-PER O
delvecchio I-PER O
and O O
francesco B-PER O
totti I-PER O
in O O
attack O O
. O O

AC B-ORG B-ORG
milan I-ORG B-ORG
( O O
9 O O
) O O
v O O
udinese B-ORG O
( O O
11 O O
) O O
1330 O O

can O O
milan B-ORG B-ORG
sink O O
any O O
further O O
? O O

following O O
their O O
midweek O O
champions B-MISC O
' I-MISC O
league I-MISC O
elimination O O
by O O
norwegian B-MISC O
side O O
rosenborg B-ORG O
, O O
a O O
morale-boosting O O
win O O
is O O
badly O O
needed O O
. O O

liberian B-MISC O
striker O O
george B-PER B-PER
weah I-PER I-PER
makes O O
a O O
welcome O O
return O O
for O O
milan B-ORG O
alongside O O
roberto B-PER O
baggio I-PER O
, O O
with O O
montenegrin B-MISC O
dejan B-PER O
savicevic I-PER O
in O O
midfield O O
. O O

good O O
news O O
for O O
milan B-ORG O
is O O
that O O
udinese B-ORG O
's O O
german B-MISC B-MISC
striker O O
oliver B-PER B-PER
bierhoff I-PER O
is O O
out O O
through O O
injury O O
. O O

napoli B-ORG O
( O O
5 O O
) O O
v O O
verona B-ORG O
( O O
17 O O
) O O
1330 O O

in-form O O
napoli B-ORG O
should O O
prove O O
too O O
strong O O
for O O
second O O
from O O
bottom O O
verona B-ORG O
despite O O
the O O
absence O O
of O O
their O O
suspended O O
argentine B-MISC O
defender O O
roberto B-PER O
ayala I-PER O
. O O

verona B-ORG O
's O O
slim O O
chances O O
have O O
been O O
further O O
reduced O O
by O O
a O O
knee O O
injury O O
to O O
their O O
experienced O O
midfielder O O
eugenio B-PER O
corini I-PER O
. O O

parma B-ORG B-ORG
( O O
14 O O
) O O
v O O
atlalanta B-ORG O
( O O
15 O O
) O O
1330 O O

parma B-ORG B-ORG
may O O
field O O
new O O
signing O O
, O O
croat B-MISC O
midfielder O O
mario B-PER B-PER
stanic I-PER O
, O O
in O O
an O O
attempt O O
to O O
lift O O
a O O
miserable O O
season O O
which O O
has O O
seen O O
them O O
go O O
without O O
a O O
win O O
since O O
a O O
1-0 O O
triumph O O
over O O
cagliari B-ORG O
eight O O
weeks O O
ago O O
. O O

parma B-ORG B-ORG
's O O
french B-MISC B-MISC
midfielder O O
daniel B-PER B-PER
bravo I-PER O
and O O
defender O O
fabio B-PER O
cannavaro I-PER O
are O O
suspended O O
while O O
argentine B-MISC O
nestor B-PER O
sensini I-PER O
is O O
out O O
through O O
injury O O
. O O

atalanta B-ORG O
look O O
to O O
filippo B-PER O
inzaghi I-PER O
, O O
scorer O O
of O O
eight O O
goals O O
. O O

sampdoria B-ORG O
( O O
6 O O
) O O
v O O
juventus B-ORG B-ORG
( O O
3 O O
) O O
1330 O O

all-conquering O O
juventus B-ORG B-LOC
field O O
their O O
most O O
recent O O
signing O O
, O O
portuguese B-MISC O
defender O O
dimas B-PER O
, O O
while O O
alessandro B-PER O
del I-PER O
piero I-PER O
and O O
croat B-MISC O
alen B-PER O
boksic I-PER O
lead O O
the O O
attack O O
. O O

the O O
new O O
world O O
club O O
champions O O
may O O
prove O O
too O O
strong O O
for O O
a O O
sampdoria B-ORG O
side O O
led O O
by O O
captain O O
roberto B-PER O
mancini I-PER O
but O O
missing O O
injured O O
french B-MISC O
midfielder O O
pierre B-PER B-LOC
laigle I-PER O
. O O

vicenza B-ORG O
( O O
1 O O
) O O
v O O
internazionale B-ORG O
( O O
2 O O
) O O
1330 O O

